registration_no,subject_content_text,cleaned_text,annotation
MORLY/E/2023/8901235,Mujhe refund nahi mila jab maine ticket cancel ki. Bahut pareshaan hoon.,refund nahi mila jab ticket cancel bahut pareshaan,"refund_delay,ticket_booking"
MORLY/E/2023/1234567,"Train ka time barbad ho gaya, koi information nahi mili. Just 2 gante se wait kar rahe hain.",train time barbad information nahi mili gante wait,"service_quality,staff_training,train_schedule"
MORLY/E/2023/2345678,"Payment karne par refund nahi mila, account number XXXXXX. Bahut pareshaan hoon abhi.",payment refund nahi mila account number xxxxxx bahut pareshaan abhi,"refund_delay,payment_issue"
MORLY/E/2023/3456789,"Station pe cleaning nahi ho rahi hai, safai bahut kharab hai. Aise nahi chalega.",station cleaning nahi safai bahut kharab aise nahi chalega,"train_cleanliness,platform_infrastructure,service_quality"
MORLY/E/2023/4567890,"Staff ka behavior bahut rude hai, koi respect nahi hai passengers ke liye. Bahut bura laga.",staff behavior bahut rude respect nahi passengers bahut bura laga,staff_misbehavior
MORLY/E/2023/5678901,"Train ka delay ho gaya, koi information nahi hai. PNR XXXXXXXXXX hai.",train delay information nahi pnr xxxxxxxxxx,"ticket_booking,train_delay,staff_training"
MORLY/E/2023/6789012,"Booking ke liye paisa deduct ho gaya, par ticket nahi mili. Help karo.",booking paisa deduct ticket nahi mili,"ticket_booking,payment_issue"
MORLY/E/2023/7890123,Foot overbridge ka kaam kab hoga? Bahut mushkil hota hai crossing karna.,foot overbridge kaam hoga bahut mushkil crossing,platform_infrastructure
MORLY/E/2023/8901234,"Ticket counter pe staff ka attitude acha nahi hai, rude response milta hai. Please dekhiye.",ticket counter staff attitude acha nahi rude response milta dekhiye,"ticket_booking,staff_misbehavior"
MORLY/E/2023/9012345,Train ka schedule change ho gaya bina kisi notice ke. Bahut nafrat hai is wajah se.,train schedule change bina kisi notice bahut nafrat wajah,train_schedule
MORLY/E/2023/0123456,"Booking ke liye card se payment kiya, par abhi tak confirmation nahi mila.",booking card payment abhi confirmation nahi mila,"ticket_booking,payment_issue"
MORLY/E/2023/1234560,"Platform pe kuch repair kaam hai, bahut dikkat ho rahi hai. Jaldi karwai karein.",platform repair kaam bahut dikkat jaldi karwai,platform_infrastructure
MORLY/E/2023/2345601,"Staff se problem ho rahi hai, kisi bhi query ka jawab nahi mil raha. Bahut takleef ho rahi hai.",staff problem kisi query jawab nahi mil bahut takleef,staff_misbehavior
MORLY/E/2023/3456712,Train ka coach cleanliness bahut kharab hai. Aisa nahi hona chahiye.,train coach cleanliness bahut kharab aisa nahi chahiye,"train_cleanliness,service_quality"
MORLY/E/2023/4567813,"Refund milne ka intezaar hai, kuch nahi ho raha ab tak. Bahut pareshani ho rahi hai.",refund milne intezaar nahi bahut pareshani,refund_delay
MORLY/E/2023/5678924,"Roads bahut kharab hain station ke aas paas, kuch nahi dekha jata.",roads bahut kharab station aas paas nahi dekha jata,"platform_infrastructure,service_quality"
MORLY/E/2023/6789035,"Staff ki training mein kami hai, unhe training nahi di ja rahi hai.",staff training kami training nahi,"staff_misbehavior,staff_training"
MORLY/E/2023/7890126,"Train ki timing bahut badal gayi hai, koi notice nahi mila. Yeh galat hai.",train timing bahut badal notice nahi mila galat,"service_quality,train_schedule"
MORLY/E/2023/8901237,"Payment ke liye retry kiya, par kuch nahi ho raha. Bahut pareshani hai.",payment retry nahi bahut pareshani,payment_issue
MORLY/E/2023/9012348,"Station ki infrastructure bahut purani hai, kuch nahi kiya ja raha hai.",station infrastructure bahut purani nahi,platform_infrastructure
MORLY/E/2023/9876543,"Train time pe nahi aayi, bahut der ho gayi. Aisa baar baar kyu hota hai?",train time nahi bahut der aisa baar baar kyu,train_schedule
MORLY/E/2023/7654321,"Mujhe booking ke time pe payment nahi mila, baar baar try kiya.",booking time payment nahi mila baar baar try,"ticket_booking,payment_issue,train_schedule"
MORLY/E/2023/6543210,"Staff bahut rude the, customer service ki training hone chahiye.",staff bahut rude customer service training hone chahiye,"staff_misbehavior,service_quality,staff_training"
MORLY/E/2023/5432109,"Platform ki halat kharab hai, behtareen infrastructure hona chahiye.",platform halat kharab behtareen infrastructure chahiye,"platform_infrastructure,service_quality"
MORLY/E/2023/4321098,"Train delay ho raha hai, isse mujhe bahut dikkat ho rahi hai.",train delay isse bahut dikkat,train_delay
MORLY/E/2023/3210987,"Account se paise nahi gaye, bhut baar dekha magar kuch nahi hua.",account paise nahi bhut baar dekha magar nahi,payment_issue
MORLY/E/2023/2109876,"Guard ne mujhe dhoka diya, mujhe bahut bura laga.",guard dhoka bahut bura laga,staff_misbehavior
MORLY/E/2023/1098765,"Station ki safai bahut zaroori hai, nahi toh logon ko problem hoti hai.",station safai bahut zaroori nahi logon problem,"train_cleanliness,platform_infrastructure"
MORLY/E/2023/0987654,Train cancellation ki wajah se mujhe kaafi nuksan hua hai.,train cancellation wajah nuksan,ticket_booking
MORLY/E/2023/9876500,"Mujhe ticket ke liye paise wapas nahi mile, bhut pareshani ho rahi hai.",ticket paise wapas nahi mile bhut pareshani,"refund_delay,ticket_booking,payment_issue"
MORLY/E/2023/4567890,"Staff ne mere sath achha vyavhaar nahi kiya, mujhe bahut bura laga.",staff sath achha vyavhaar nahi bahut bura laga,staff_misbehavior
MORLY/E/2023/6789012,"Station ki building purani ho gayi hai, iski marammat honi chahiye.",station building purani iski marammat honi chahiye,platform_infrastructure
MORLY/E/2023/7890123,"Mujhe train ka schedule samajh nahi aaya, bahut confusion ho raha hai.",train schedule samajh nahi bahut confusion,train_schedule
MORLY/E/2023/8901234,"Mujhe refund nahi mil raha hai, aap se maangti hoon ki ispar dhyan dein.",refund nahi mil maangti ispar dhyan dein,refund_delay
MORLY/E/2023/1234567,"Mujhe staff se koi help nahi mil rahi, behtar training ki zaroorat hai.",staff nahi mil behtar training zaroorat,"staff_misbehavior,staff_training"
MORLY/E/2023/2345678,"Railway station ki facilities purani ho gayi hain, nayi facilities deni chahiye.",railway station facilities purani nayi facilities deni chahiye,platform_infrastructure
MORLY/E/2023/3456789,"Train ki timing sahi nahi hai, mujhe bahut pareshani ho rahi hai.",train timing sahi nahi bahut pareshani,train_schedule
MORLY/E/2023/5678901,"Mujhe refund nahi mil raha, meri complaint ko jaldi dekhiye.",refund nahi mil complaint jaldi dekhiye,refund_delay
MORLY/E/2023/6789012,"Mujhe staff se koi support nahi mila, zaroori hai ki staff ko training di jaye.",staff support nahi mila zaroori staff training jaye,"staff_misbehavior,staff_training"
MORLY/E/2023/1234567,Mujhe train ke time pe delay ka issue hai. Pichle hafte meri train 2 ghante late hui thi.,train time delay issue pichle hafte train ghante late,"train_delay,service_quality,train_schedule"
MORLY/E/2023/2345678,"Mera payment process nahi ho raha hai. Main baar baar try kar rahi hoon, phir bhi nahi ho raha.",payment process nahi main baar baar try phir nahi,payment_issue
MORLY/E/2023/3456789,Station par facilities bahut kharab hai. Cleanliness aur basic amenities ki kami hai.,station facilities bahut kharab cleanliness basic amenities kami,"train_cleanliness,platform_infrastructure,service_quality"
MORLY/E/2023/4567890,Station staff ka behavior theek nahi hai. Unka attitude rude hai. Kuch madad nahi karte.,station staff behavior theek nahi attitude rude nahi karte,"staff_misbehavior,platform_infrastructure"
MORLY/E/2023/5678901,Mujhe train ka schedule samajhne mein dikkat ho rahi hai. Timings clear nahi hain.,train schedule samajhne dikkat timings clear nahi,train_schedule
MORLY/E/2023/6789012,Mera refund process nahi ho raha hai. Pese mere account mein nahi aaye. Kya karoon?,refund process nahi pese account nahi aaye karoon,"refund_delay,payment_issue"
MORLY/E/2023/7890123,Railway station par bahut saari cheezein purani ho gayi hain. Facilities update karne ki zarurat hai.,railway station bahut saari cheezein purani facilities update zarurat,platform_infrastructure
MORLY/E/2023/8901234,Staff ne meri complaint ko ignore kiya. Mujhe kuch madad nahi mili.,staff complaint ignore nahi mili,staff_misbehavior
MORLY/E/2023/9012345,Train ka booking process bahut hi mushkil hai. Samajhne mein dikkat hoti hai.,train booking process bahut mushkil samajhne dikkat,ticket_booking
MORLY/E/2023/0123456,Mera payment status update nahi ho raha hai. Kya mujhe kuch karna hoga?,payment status update nahi hoga,payment_issue
MORLY/E/2023/1234560,"Platform par safety issues hain. Bahut saari jagah par lights nahi hain, bahut andhera hota hai.",platform safety issues bahut saari jagah lights nahi bahut andhera,"platform_infrastructure,service_quality"
MORLY/E/2023/2345671,Staff ki training kaafi weak hai. Unhein passengers ke sath baatcheet karna nahi aata.,staff training weak unhein passengers sath baatcheet nahi aata,"staff_misbehavior,staff_training"
MORLY/E/2023/3456782,Train ka punctuality bahut kharab hai. Aaj meri train 3 ghante late hui hai.,train punctuality bahut kharab aaj train ghante late,"train_delay,service_quality,train_schedule"
MORLY/E/2023/4567893,Mera ticket cancellation ke baad bhi paise nahi aaye. Pese kab milenge?,ticket cancellation baad paise nahi aaye pese milenge,"ticket_booking,payment_issue"
MORLY/E/2023/5678904,Railway station par seating arrangement bahut bekar hai. Log bekaar mein khade rehte hain.,railway station seating arrangement bahut bekar log bekaar khade rehte,"platform_infrastructure,service_quality"
MORLY/E/2023/6789015,Staff ka behavior bilkul accha nahi hai. Unhein customers se baat karne mein dikkat hoti hai.,staff behavior accha nahi unhein customers baat dikkat,staff_misbehavior
MORLY/E/2023/7890126,Train ka schedule mein koi clarity nahi hai. Bahut saari changes hain last minute par.,train schedule clarity nahi bahut saari changes last minute,train_schedule
MORLY/E/2023/8901237,Mera ticket cancellation hone ke baad paise nahi aaye hain. Kab milenge?,ticket cancellation hone baad paise nahi aaye milenge,"ticket_booking,payment_issue"
MORLY/E/2023/9012348,Railway station par bahut saari jagah par safai ki kami hai. Sudhar ki zarurat hai.,railway station bahut saari jagah safai kami sudhar zarurat,"train_cleanliness,platform_infrastructure"
MORLY/E/2023/1234567,Train ki timing hamesha late hoti hai. Bahut dikkat hoti hai. Please is par dhyaan dein.,train timing hamesha late bahut dikkat dhyaan dein,"train_delay,train_schedule"
MORLY/E/2023/2345678,Maine ticket book kiya tha par payment nahi hua. Please meri help karein.,ticket book payment nahi,"ticket_booking,payment_issue"
MORLY/E/2023/3456789,Railway staff ka behave achha nahi hai. Unhe training ki zarurat hai.,railway staff behave achha nahi training zarurat,"staff_misbehavior,staff_training"
MORLY/E/2023/4567890,Platform par safai nahi hoti. Bahut ganda hota hai.,platform safai nahi bahut ganda,"train_cleanliness,platform_infrastructure"
MORLY/E/2023/5678901,"Train time pe nahi aati, aur kaafi baar cancel hoti hai.",train time nahi aati baar cancel,"ticket_booking,train_schedule"
MORLY/E/2023/6789012,Mujhe refund nahi mila jo mujhe milna chahiye tha. Please help.,refund nahi mila milna chahiye,refund_delay
MORLY/E/2023/7890123,Ticket collector bahut rude hai. Unhe behave karna chahiye.,ticket collector bahut rude behave chahiye,"ticket_booking,staff_misbehavior"
MORLY/E/2023/8901234,Railway station par basic facilities nahi hai. Bahut mushkil hota hai.,railway station basic facilities nahi bahut mushkil,platform_infrastructure
MORLY/E/2023/9012345,Train ke arrival time bahut galat hain. Is par kuch karna chahiye.,train arrival time bahut galat chahiye,train_schedule
MORLY/E/2023/0123456,Mujhe refund nahi mil raha hai. Bahut pareshani ho rahi hai.,refund nahi mil bahut pareshani,refund_delay
MORLY/E/2023/1234568,Kya hone laga hai railway staff se? Unki service thik nahi hai.,hone laga railway staff unki service thik nahi,"staff_misbehavior,service_quality"
MORLY/E/2023/2345679,Platform par sadak kharab hai. Yeh bahut khatarnaak hai.,platform sadak kharab bahut khatarnaak,"platform_infrastructure,service_quality"
MORLY/E/2023/3456780,Train ki service bahut bekar hai. Iske baare mein kuch kiya jaaye.,train service bahut bekar iske baare jaaye,service_quality
MORLY/E/2023/4567891,"Mera payment pending hai, please jaldi se process karein.",payment pending jaldi process,payment_issue
MORLY/E/2023/5678902,Railway personnel ka attitude theek nahi hai. Kafi rude hote hain.,railway personnel attitude theek nahi kafi rude,staff_misbehavior
MORLY/E/2023/6789013,Station par washroom ki bahut kami hai. Bahut dikkat hoti hai.,station washroom bahut kami bahut dikkat,"train_cleanliness,platform_infrastructure"
MORLY/E/2023/7890124,"Train ke seat allocation mein confusion hoti hai, please is par dhyaan dein.",train seat allocation confusion dhyaan dein,service_quality
MORLY/E/2023/8901235,"Mera ticket ka payment ab tak nahi hua hai, please check karein.",ticket payment nahi check,"ticket_booking,payment_issue"
MORLY/E/2023/9012346,Railway staff bahut uncaring hain. Unse baat karna mushkil hai.,railway staff bahut uncaring unse baat mushkil,staff_misbehavior
MORLY/E/2023/0123457,Station ki building bahut purani ho gayi hai. Is par kuch karna chahiye.,station building bahut purani chahiye,platform_infrastructure
MORLY/E/2023/3245678,"Train ka schedule bahut hi bekar hai. Aksar late hoti hai, aur koi updates nahi milte.",train schedule bahut bekar aksar late updates nahi milte,"train_delay,service_quality,train_schedule"
MORLY/E/2023/8745123,Mujhe train ticket ke liye payment karne me dikkat ho rahi hai. Please help!,train ticket payment dikkat,"ticket_booking,payment_issue"
MORLY/E/2023/1234567,"Train ke staff se baat karna mushkil hai, unki attitude achhi nahi hai.",train staff baat mushkil unki attitude achhi nahi,staff_misbehavior
MORLY/E/2023/9876543,"Railway station ke facilities bahut kharab hain, bahut gande hain washrooms.",railway station facilities bahut kharab bahut gande washrooms,"train_cleanliness,platform_infrastructure,service_quality"
MORLY/E/2023/4567890,Mujhe pichle kuch mahine se train timings ki samasya aa rahi hai.,pichle mahine train timings samasya,train_schedule
MORLY/E/2023/7891234,Train ke guards ko samasya ke waqt samajhne me dikkat hoti hai.,train guards samasya waqt samajhne dikkat,service_quality
MORLY/E/2023/1122334,"Station par safai aur suvidhaon ki kami hai, bahut dikkat hoti hai.",station safai suvidhaon kami bahut dikkat,"train_cleanliness,platform_infrastructure"
MORLY/E/2023/5566778,"Mujhe ticket refund nahi mil raha, kaise milega?",ticket refund nahi mil milega,"refund_delay,ticket_booking"
MORLY/E/2023/3344556,"Mujhe baar baar train cancellations ki samasya aa rahi hai, samasya jaldi suljhao.",baar baar train cancellations samasya samasya jaldi suljhao,ticket_booking
MORLY/E/2023/8899776,"Platform bahut kharab hai, kahin bhi nahin jaana hota hai.",platform bahut kharab kahin nahin jaana,"platform_infrastructure,service_quality"
MORLY/E/2023/5554443,"Train ke staff ki training achi nahi hai, unhe samasya samajhne me dikkat hoti hai.",train staff training achi nahi samasya samajhne dikkat,"staff_misbehavior,staff_training"
MORLY/E/2023/7771234,"Mera ticket cancel ho gaya hai, par refund nahi aaya.",ticket cancel refund nahi,"refund_delay,ticket_booking"
MORLY/E/2023/2223345,"Train mein bahut bheed ho rahi hai, ticket check nahi ho raha.",train bahut bheed ticket check nahi,ticket_booking
MORLY/E/2023/9988776,"Station par parking ki samasya hai, jaga nahi milti hai.",station parking samasya jaga nahi milti,platform_infrastructure
MORLY/E/2023/4561239,Train ke staff ko communication skills mein sudhar ki zarurat hai.,train staff communication skills sudhar zarurat,staff_misbehavior
