registration_no,subject_content_text,cleaned_text,agg_cluster
MORLY/E/2023/5432109,"Platform ki halat kharab hai, behtareen infrastructure hona chahiye.",platform halat kharab behtareen infrastructure chahiye,642
MORLY/E/2023/4321098,"Train delay ho raha hai, isse mujhe bahut dikkat ho rahi hai.",train delay isse bahut dikkat,127
MORLY/E/2023/3210987,"Account se paise nahi gaye, bhut baar dekha magar kuch nahi hua.",account paise nahi bhut baar dekha magar nahi,203
MORLY/E/2023/2109876,"Guard ne mujhe dhoka diya, mujhe bahut bura laga.",guard dhoka bahut bura laga,915
MORLY/E/2023/1098765,"Station ki safai bahut zaroori hai, nahi toh logon ko problem hoti hai.",station safai bahut zaroori nahi logon problem,1479
MORLY/E/2023/0987654,Train cancellation ki wajah se mujhe kaafi nuksan hua hai.,train cancellation wajah nuksan,1940
MORLY/E/2023/9876500,"Mujhe ticket ke liye paise wapas nahi mile, bhut pareshani ho rahi hai.",ticket paise wapas nahi mile bhut pareshani,264
MORLY/E/2023/4567890,"Staff ne mere sath achha vyavhaar nahi kiya, mujhe bahut bura laga.",staff sath achha vyavhaar nahi bahut bura laga,1017
MORLY/E/2023/6789012,"Station ki building purani ho gayi hai, iski marammat honi chahiye.",station building purani iski marammat honi chahiye,948
MORLY/E/2023/7890123,"Mujhe train ka schedule samajh nahi aaya, bahut confusion ho raha hai.",train schedule samajh nahi bahut confusion,1539
MORLY/E/2023/8901234,"Mujhe refund nahi mil raha hai, aap se maangti hoon ki ispar dhyan dein.",refund nahi mil maangti ispar dhyan dein,266
MORLY/E/2023/1234567,"Mujhe staff se koi help nahi mil rahi, behtar training ki zaroorat hai.",staff nahi mil behtar training zaroorat,19
MORLY/E/2023/2345678,"Railway station ki facilities purani ho gayi hain, nayi facilities deni chahiye.",railway station facilities purani nayi facilities deni chahiye,1837
MORLY/E/2023/3456789,"Train ki timing sahi nahi hai, mujhe bahut pareshani ho rahi hai.",train timing sahi nahi bahut pareshani,179
MORLY/E/2023/5678901,"Mujhe refund nahi mil raha, meri complaint ko jaldi dekhiye.",refund nahi mil complaint jaldi dekhiye,1174
MORLY/E/2023/6789012,"Mujhe staff se koi support nahi mila, zaroori hai ki staff ko training di jaye.",staff support nahi mila zaroori staff training jaye,2025
MORLY/E/2023/1234567,Mujhe train ke time pe delay ka issue hai. Pichle hafte meri train 2 ghante late hui thi.,train time delay issue pichle hafte train ghante late,743
MORLY/E/2023/2345678,"Mera payment process nahi ho raha hai. Main baar baar try kar rahi hoon, phir bhi nahi ho raha.",payment process nahi main baar baar try phir nahi,1160
MORLY/E/2023/3456789,Station par facilities bahut kharab hai. Cleanliness aur basic amenities ki kami hai.,station facilities bahut kharab cleanliness basic amenities kami,157
MORLY/E/2023/4567890,Station staff ka behavior theek nahi hai. Unka attitude rude hai. Kuch madad nahi karte.,station staff behavior theek nahi attitude rude nahi karte,1368
MORLY/E/2023/5678901,Mujhe train ka schedule samajhne mein dikkat ho rahi hai. Timings clear nahi hain.,train schedule samajhne dikkat timings clear nahi,940
MORLY/E/2023/6789012,Mera refund process nahi ho raha hai. Pese mere account mein nahi aaye. Kya karoon?,refund process nahi pese account nahi aaye karoon,2027
MORLY/E/2023/7890123,Railway station par bahut saari cheezein purani ho gayi hain. Facilities update karne ki zarurat hai.,railway station bahut saari cheezein purani facilities update zarurat,953
MORLY/E/2023/8901234,Staff ne meri complaint ko ignore kiya. Mujhe kuch madad nahi mili.,staff complaint ignore nahi mili,502
MORLY/E/2023/9012345,Train ka booking process bahut hi mushkil hai. Samajhne mein dikkat hoti hai.,train booking process bahut mushkil samajhne dikkat,80
MORLY/E/2023/0123456,Mera payment status update nahi ho raha hai. Kya mujhe kuch karna hoga?,payment status update nahi hoga,1443
MORLY/E/2023/1234560,"Platform par safety issues hain. Bahut saari jagah par lights nahi hain, bahut andhera hota hai.",platform safety issues bahut saari jagah lights nahi bahut andhera,1980
MORLY/E/2023/2345671,Staff ki training kaafi weak hai. Unhein passengers ke sath baatcheet karna nahi aata.,staff training weak unhein passengers sath baatcheet nahi aata,1745
MORLY/E/2023/3456782,Train ka punctuality bahut kharab hai. Aaj meri train 3 ghante late hui hai.,train punctuality bahut kharab aaj train ghante late,128
MORLY/E/2023/4567893,Mera ticket cancellation ke baad bhi paise nahi aaye. Pese kab milenge?,ticket cancellation baad paise nahi aaye pese milenge,726
MORLY/E/2023/5678904,Railway station par seating arrangement bahut bekar hai. Log bekaar mein khade rehte hain.,railway station seating arrangement bahut bekar log bekaar khade rehte,156
MORLY/E/2023/6789015,Staff ka behavior bilkul accha nahi hai. Unhein customers se baat karne mein dikkat hoti hai.,staff behavior accha nahi unhein customers baat dikkat,1540
MORLY/E/2023/7890126,Train ka schedule mein koi clarity nahi hai. Bahut saari changes hain last minute par.,train schedule clarity nahi bahut saari changes last minute,1218
MORLY/E/2023/8901237,Mera ticket cancellation hone ke baad paise nahi aaye hain. Kab milenge?,ticket cancellation hone baad paise nahi aaye milenge,726
MORLY/E/2023/9012348,Railway station par bahut saari jagah par safai ki kami hai. Sudhar ki zarurat hai.,railway station bahut saari jagah safai kami sudhar zarurat,930
MORLY/E/2023/1234567,Train ki timing hamesha late hoti hai. Bahut dikkat hoti hai. Please is par dhyaan dein.,train timing hamesha late bahut dikkat dhyaan dein,1955
MORLY/E/2023/2345678,Maine ticket book kiya tha par payment nahi hua. Please meri help karein.,ticket book payment nahi,967
MORLY/E/2023/3456789,Railway staff ka behave achha nahi hai. Unhe training ki zarurat hai.,railway staff behave achha nahi training zarurat,911
MORLY/E/2023/4567890,Platform par safai nahi hoti. Bahut ganda hota hai.,platform safai nahi bahut ganda,375
MORLY/E/2023/5678901,"Train time pe nahi aati, aur kaafi baar cancel hoti hai.",train time nahi aati baar cancel,309
MORLY/E/2023/6789012,Mujhe refund nahi mila jo mujhe milna chahiye tha. Please help.,refund nahi mila milna chahiye,431
MORLY/E/2023/7890123,Ticket collector bahut rude hai. Unhe behave karna chahiye.,ticket collector bahut rude behave chahiye,160
MORLY/E/2023/8901234,Railway station par basic facilities nahi hai. Bahut mushkil hota hai.,railway station basic facilities nahi bahut mushkil,93
MORLY/E/2023/9012345,Train ke arrival time bahut galat hain. Is par kuch karna chahiye.,train arrival time bahut galat chahiye,999
MORLY/E/2023/0123456,Mujhe refund nahi mil raha hai. Bahut pareshani ho rahi hai.,refund nahi mil bahut pareshani,867
MORLY/E/2023/1234568,Kya hone laga hai railway staff se? Unki service thik nahi hai.,hone laga railway staff unki service thik nahi,1477
MORLY/E/2023/2345679,Platform par sadak kharab hai. Yeh bahut khatarnaak hai.,platform sadak kharab bahut khatarnaak,1750
MORLY/E/2023/3456780,Train ki service bahut bekar hai. Iske baare mein kuch kiya jaaye.,train service bahut bekar iske baare jaaye,349
MORLY/E/2023/4567891,"Mera payment pending hai, please jaldi se process karein.",payment pending jaldi process,482
MORLY/E/2023/5678902,Railway personnel ka attitude theek nahi hai. Kafi rude hote hain.,railway personnel attitude theek nahi kafi rude,439
MORLY/E/2023/6789013,Station par washroom ki bahut kami hai. Bahut dikkat hoti hai.,station washroom bahut kami bahut dikkat,2019
MORLY/E/2023/7890124,"Train ke seat allocation mein confusion hoti hai, please is par dhyaan dein.",train seat allocation confusion dhyaan dein,1853
MORLY/E/2023/8901235,"Mera ticket ka payment ab tak nahi hua hai, please check karein.",ticket payment nahi check,1449
MORLY/E/2023/9012346,Railway staff bahut uncaring hain. Unse baat karna mushkil hai.,railway staff bahut uncaring unse baat mushkil,398
MORLY/E/2023/0123457,Station ki building bahut purani ho gayi hai. Is par kuch karna chahiye.,station building bahut purani chahiye,49
MORLY/E/2023/3245678,"Train ka schedule bahut hi bekar hai. Aksar late hoti hai, aur koi updates nahi milte.",train schedule bahut bekar aksar late updates nahi milte,63
MORLY/E/2023/8745123,Mujhe train ticket ke liye payment karne me dikkat ho rahi hai. Please help!,train ticket payment dikkat,528
MORLY/E/2023/1234567,"Train ke staff se baat karna mushkil hai, unki attitude achhi nahi hai.",train staff baat mushkil unki attitude achhi nahi,322
MORLY/E/2023/9876543,"Railway station ke facilities bahut kharab hain, bahut gande hain washrooms.",railway station facilities bahut kharab bahut gande washrooms,4
MORLY/E/2023/4567890,Mujhe pichle kuch mahine se train timings ki samasya aa rahi hai.,pichle mahine train timings samasya,201
MORLY/E/2023/7891234,Train ke guards ko samasya ke waqt samajhne me dikkat hoti hai.,train guards samasya waqt samajhne dikkat,80
MORLY/E/2023/1122334,"Station par safai aur suvidhaon ki kami hai, bahut dikkat hoti hai.",station safai suvidhaon kami bahut dikkat,845
MORLY/E/2023/5566778,"Mujhe ticket refund nahi mil raha, kaise milega?",ticket refund nahi mil milega,314
MORLY/E/2023/3344556,"Mujhe baar baar train cancellations ki samasya aa rahi hai, samasya jaldi suljhao.",baar baar train cancellations samasya samasya jaldi suljhao,1927
MORLY/E/2023/8899776,"Platform bahut kharab hai, kahin bhi nahin jaana hota hai.",platform bahut kharab kahin nahin jaana,926
MORLY/E/2023/5554443,"Train ke staff ki training achi nahi hai, unhe samasya samajhne me dikkat hoti hai.",train staff training achi nahi samasya samajhne dikkat,1779
MORLY/E/2023/7771234,"Mera ticket cancel ho gaya hai, par refund nahi aaya.",ticket cancel refund nahi,136
MORLY/E/2023/2223345,"Train mein bahut bheed ho rahi hai, ticket check nahi ho raha.",train bahut bheed ticket check nahi,1538
MORLY/E/2023/9988776,"Station par parking ki samasya hai, jaga nahi milti hai.",station parking samasya jaga nahi milti,1906
MORLY/E/2023/4561239,Train ke staff ko communication skills mein sudhar ki zarurat hai.,train staff communication skills sudhar zarurat,1864
MORLY/E/2023/1239876,Mujhe train ticket ke liye payment ka confirmation nahi mila.,train ticket payment confirmation nahi mila,850
MORLY/E/2023/4445556,"Station ke platform par khudai chal rahi hai, bahut dikkat hoti hai.",station platform khudai chal bahut dikkat,778
MORLY/E/2023/1234569,"Train ka time schedule bahut hi bekar hai, kabhi-kabhi train nahi aati.",train time schedule bahut bekar kabhikabhi train nahi aati,783
MORLY/E/2023/4567894,"Train ke staff ka behavior achha nahi hai, unhe improve karna padega.",train staff behavior achha nahi improve padega,869
MORLY/E/2023/6543210,"Platform pe potholes hain, bahut dikkat hoti hai chalne me.",platform potholes bahut dikkat chalne,852
MORLY/E/2023/1234567,"Train ka schedule bahut kharab hai. Main baar baar dekh raha hoon, lekin train time pe nahi aati.",train schedule bahut kharab main baar baar dekh train time nahi aati,507
MORLY/E/2023/2345678,"Mujhe ticket booking karte waqt payment nahi ho raha hai, baar baar error aa raha hai.",ticket booking karte waqt payment nahi baar baar error,773
MORLY/E/2023/3456789,Train mein staff ka vyavhar achha nahi tha. Unhone madad nahi ki jab mujhe zaroorat thi.,train staff vyavhar achha nahi unhone nahi jab zaroorat,588
MORLY/E/2023/4567890,"Platform par safai nahi hai aur benches bhi kharab hain, please dekhiye.",platform safai nahi benches kharab dekhiye,1801
MORLY/E/2023/5678901,"Train ka time table bilkul galat hai, koi pata nahi kab aati hai.",train time table galat pata nahi aati,631
MORLY/E/2023/6789012,Mujhe refund nahi mil raha hai pichle ticket ka. Kya karun?,refund nahi mil pichle ticket karun,1666
MORLY/E/2023/7890123,"Staff ki training nahi hui hai, unhe zaroorat hai aagey kaise kaam karna chahiye.",staff training nahi zaroorat aagey kaam chahiye,403
MORLY/E/2023/8901234,"Station ka infrastructure bahut purana ho gaya hai, thoda sudhaar hona chahiye.",station infrastructure bahut purana thoda sudhaar chahiye,457
MORLY/E/2023/9012345,"Train ki timings kabhi kabhi bilkul galat hoti hain, is par dhyaan dena chahiye.",train timings galat dhyaan dena chahiye,17
MORLY/E/2023/0123456,"Ticket booking ke dauran mujhe paise nahi mile, kya aap madad kar sakte hain?",ticket booking dauran paise nahi mile sakte,253
MORLY/E/2023/1234560,"Railway staff ko training ki zaroorat hai, unhe achhi tarah kaam nahi aata.",railway staff training zaroorat achhi tarah kaam nahi aata,1708
MORLY/E/2023/2345601,"Station par parking ki jagah nahi hai, bahut dikkat hoti hai.",station parking jagah nahi bahut dikkat,419
MORLY/E/2023/3456702,"Mujhe train se bahar nahi nikala gaya, samasya ko sudhaariye.",train bahar nahi nikala samasya sudhaariye,409
MORLY/E/2023/4567803,"Mujhe purani ticket ke liye refund nahi mila, please dekhiye.",purani ticket refund nahi mila dekhiye,345
MORLY/E/2023/5678904,"Staff mein professionalism nahi hai, unhein behatar training deni chahiye.",staff professionalism nahi unhein behatar training deni chahiye,212
MORLY/E/2023/6789015,"Station par basic facilities nahi hain, please dekhiye.",station basic facilities nahi dekhiye,733
MORLY/E/2023/7890126,"Train mein koi facilities nahi thi, bohot takleef hui hai.",train facilities nahi bohot takleef,247
MORLY/E/2023/8901237,"Mujhe pichle ticket ka refund nahi mila, kripya help kijiye.",pichle ticket refund nahi mila kripya kijiye,1195
MORLY/E/2023/9012348,"Staff ka vyavhar thik nahi hai, unhein professionalism sikhana chahiye.",staff vyavhar thik nahi unhein professionalism sikhana chahiye,853
MORLY/E/2023/0123459,"Station par basic facilities ki kami hai, please dekhiye.",station basic facilities kami dekhiye,733
MORLY/E/2023/1234567,Train time pe nahi aayi (Train was not on time). Bahut pareshani hui.,train time nahi train time bahut pareshani,150
MORLY/E/2023/2345678,"Mujhe mera refund nahi mila hai, kya karun? Bahut din ho gaye.",refund nahi mila karun bahut din,155
MORLY/E/2023/3456789,Railway staff rude hain. Unka behavior bahut acha nahi hai.,railway staff rude behavior bahut acha nahi,101
MORLY/E/2023/4567890,Station ki cleanliness bahut kharab hai. Aap log kya kar rahe ho?,station cleanliness bahut kharab log,362
MORLY/E/2023/5678901,Meri train delay ho gayi. Aur kuch nahi samajh aa raha.,train delay nahi samajh,445
MORLY/E/2023/6789012,Mujhe ticket ke liye payment nahi horahi hai. Madad karein.,ticket payment nahi horahi,147
MORLY/E/2023/7890123,Railway staff ka behavior bilkul theek nahi hai. Koi aur option nahi hai kya?,railway staff behavior theek nahi option nahi,249
MORLY/E/2023/8901234,Station ke washroom kaafi dirty hain. Kya aap kuch kar sakte hain?,station washroom dirty sakte,1041
MORLY/E/2023/9012345,Train ka schedule bar-bar change hota hai. Ye kya hai?,train schedule barbar change,97
MORLY/E/2023/0123456,Kya koi aur payment option hai? Meri card se payment nahi ho rahi hai.,payment option card payment nahi,1084
MORLY/E/2023/1234568,Train ke staff ki training achi nahi hai. Wo madad nahi karte.,train staff training achi nahi nahi karte,395
MORLY/E/2023/2345679,Platform pe bahut ganda hai. Aap log kya kar rahe ho?,platform bahut ganda log,1314
MORLY/E/2023/3456790,Train ke service mein bahut problems hain. Kya kar rahe hain aap log?,train service bahut problems log,609
MORLY/E/2023/4567891,Mujhe mera transaction confirm nahi hua hai. Kya karna padega?,transaction confirm nahi padega,1796
MORLY/E/2023/5678902,"Staff ka behavior bilkul bhi acha nahi hai, kuch karna padega.",staff behavior acha nahi padega,65
MORLY/E/2023/6789013,Platform bahut kharab hai. Koi bhi maintenance nahi ho raha.,platform bahut kharab maintenance nahi,364
MORLY/E/2023/7890124,Trains kaafi dirty hain. Cleanliness pe dhyan do.,trains dirty cleanliness dhyan,1457
MORLY/E/2023/8901235,"Mujhe payment nahi mil raha hai, kya karna hoga?",payment nahi mil hoga,920
MORLY/E/2023/9012346,"Train staff ka attitude theek nahi hai, madad nahi karte.",train staff attitude theek nahi nahi karte,275
MORLY/E/2023/1234567,"Train ka time hamesha late hota hai, kabhi kabhi to 1-2 ghante. Iska kya karoge?",train time hamesha late ghante karoge,695
MORLY/E/2023/7654321,Payment karne ke baad bhi ticket nahi mila. Bahut pareshaan hoon main!,payment baad ticket nahi mila bahut pareshaan main,975
MORLY/E/2023/2345678,Platform par koi cleaning nahi hoti. Bahut ganda hai. Kya kar rahe ho aap log?,platform cleaning nahi bahut ganda log,87
MORLY/E/2023/3456789,Train ke staff ka behaviour bahut bekar hai. Unhe training do!,train staff behaviour bahut bekar training,664
