registration_no,cleaned_text,language
MORLY/E/2023/7890123,ticket refund nahi mila cancel phir nahi aya,english
MORLY/E/2023/8901234,employee complaint ignore bahut galat,english
MORLY/E/2023/9012345,railway station infrastructure bahut purani chahiye,english
MORLY/E/2023/0123456,train frequency bahut kam logon dikkat,english
MORLY/E/2023/1234567,ticket cancel hone baad paise nahi aaye,english
MORLY/E/2023/2345678,railway staff attitude bahut kharab chahiye,english
MORLY/E/2023/3456789,station bahut gadbad infrastructure bahut puraana,english
MORLY/E/2023/4567890,train safar bahut samasya train nahi aati,english
MORLY/E/2023/5678901,train ticket book payment confirmation nahi mila,english
MORLY/E/2023/6789012,staff samasya nahi suna behavior theek nahi,english
MORLY/E/2023/7890123,station infrastructure bahut kharab chahiye,english
MORLY/E/2023/8901234,train timings sahi nahi bahut late,english
MORLY/E/2023/9012345,ticket refund nahi mila,english
MORLY/E/2023/1234567,railway staff behavior theek nahi training deni chahiye,english
MORLY/E/2023/2345678,train time schedule bahut late dhyan dein bahut pareshani,english
MORLY/E/2023/3456789,ticket payment dikkat account samasya kripya dekhein,english
MORLY/E/2023/4567890,station facilities bahut kharab cleanliness waiting area hoga,english
MORLY/E/2023/5678901,staff attitude bahut kharab response samay nahi,english
MORLY/E/2023/6789012,train delay roz kaam hoga,english
MORLY/E/2023/7890123,din pehle payment abhi confirmation nahi karoon,english
MORLY/E/2023/8901234,station cleaning bahut kharab kahi safai nahi,english
MORLY/E/2023/9012345,railway staff saath baat mushkil samajh nahi aata,english
MORLY/E/2023/0123456,train cabin bahut ganda dhyan dena chahiye,english
MORLY/E/2023/1234567,refund process dikkat hoga,english
MORLY/E/2023/2345679,station facilities bahut kharab especially restrooms chahiye,english
MORLY/E/2023/3456780,ticket checking staff bahut rude proper training deni chahiye,english
MORLY/E/2023/4567891,train punctuality bahut kharab action lena chahiye,english
MORLY/E/2023/5678902,ticket payment confirmation nahi,english
MORLY/E/2023/6789013,railway station bahut badi samasya especially parking jaana chahiye,english
MORLY/E/2023/7890124,ticket checker galat tarike treat behavior bahut bura,english
MORLY/E/2023/8901235,train timing bahut kharab solution,english
MORLY/E/2023/9012346,payment error sakte,english
MORLY/E/2023/0123457,railway station building purani kaam chahiye,english
MORLY/E/2023/1234568,railway staff training bahut zaroori unki knowledge bahut limited,english
MORLY/E/2023/2345670,train schedule samay nahi bahut pareshani,english
MORLY/E/2023/2345678,payment refund nahi mila lagta transaction successful account xxxxxx issue,english
MORLY/E/2023/3456789,train schedule bahut bekar der wait pada action lena zarurat,english
MORLY/E/2023/4567890,platform bahut gande halat safai nahi aisa nahi chahiye,english
MORLY/E/2023/5678901,staff behavior theek nahi unse baat dikkat thoda professional chahiye,english
MORLY/E/2023/6789012,train seat nahi mil online booking dikh seats bhari option,english
MORLY/E/2023/7890123,ticket cancel refund nahi mila samasya sabke,english
MORLY/E/2023/8901234,railway station basic facilities bahut kharab washroom bahut gande water supply nahi dekhiye,english
MORLY/E/2023/9012345,railway staff training kami passengers saath accha vyavhaar chahiye,english
MORLY/E/2023/0123456,train timing sahi nahi main aksar late sakta,english
MORLY/E/2023/1234567,ticket payment account deduct ticket nahi mili sakte,english
MORLY/E/2023/1357924,station facilities kami khaas taur security thoda dhyan dena padega,english
MORLY/E/2023/2468135,railway staff communication skills acchi nahi sudhar chahiye,english
MORLY/E/2023/3579134,train punctuality bahut bekar main baar late karenge,english
MORLY/E/2023/4680246,ticket cancel refund nahi mila sakta,english
MORLY/E/2023/5791356,railway station safety measures bahut kam dar lagta yahan aaye,english
MORLY/E/2023/6802468,staff training kami passengers saath badiya vyavhaar chahiye,english
MORLY/E/2023/7932468,train timing bahut late bahut zyada delay sakte,english
MORLY/E/2023/8945678,ticket payment baad confirmation message nahi mila normal,english
MORLY/E/2023/7894321,railway station parking kami logon bahut pareshani,english
MORLY/E/2023/6543210,staff training acchi nahi passengers accha vyavhaar nahi karte,english
MORLY/E/2023/5432167,train delay bahut zyada sakta,english
MORLY/E/2023/9876543,train timing sahi nahi bohot late log sakte,english
MORLY/E/2023/1357924,payment dikkat amount deduct ticket nahi mili kripya,english
MORLY/E/2023/2468135,station facilities bohot kharab washrooms dirty benches nahi,english
MORLY/E/2023/3692581,train staff attitude bohot bekar unhone ghalat jawab sahi,english
MORLY/E/2023/9876543,train ticket cancel refund nahi mila kaisa system nahi,english
MORLY/E/2023/1230987,payment nahi mil ticket book abhi return nahi check,english
MORLY/E/2023/4567890,platform safai nahi khud dekhne pata chala bahut pareshani,english
MORLY/E/2023/7894561,ticket booking staff nahi chalega sakte,english
MORLY/E/2023/2345678,train kaam nahi bhut garmi baare,english
MORLY/E/2023/1357246,refund nahi mila ticket cancel paisa nahi,english
MORLY/E/2023/9876542,station nahi khana peena nahi mil kripya sudhar,english
MORLY/E/2023/3456780,railway staff rude behavior theek nahi,english
MORLY/E/2023/4567891,train schedule bahut badal log fix,english
MORLY/E/2023/5678902,refund paise nahi mil ticket cancel nahi,english
MORLY/E/2023/6789010,station facilities bahut kharab suvidha nahi,english
MORLY/E/2023/2345678,railway staff attitude bohot galat unhone beizzati,english
MORLY/E/2023/4567892,train bahut late meeting miss karni padi theek nahi,english
MORLY/E/2023/1234569,refund nahi mila intezaar karu nahi,english
MORLY/E/2023/6782345,station parking suvidha nahi jagah kharab sudhar,english
MORLY/E/2023/1234567,train schedule baar baar change sahi,english
MORLY/E/2023/2345678,payment issue refund milega,english
MORLY/E/2023/3456789,train staff behavior bahut accha nahi unko training zarurat,english
MORLY/E/2023/4567890,platform condition bahut kharab bahut dangerous,english
MORLY/E/2023/5678901,train engine baar baar fail khatarnaak nahi,english
MORLY/E/2023/6789012,payment confirmation nahi mila transaction,english
MORLY/E/2023/7890123,train staff bahut bekar behavior theek nahi,english
MORLY/E/2023/8901234,railway station safai bahut kharab kripya dhyan dein,english
MORLY/E/2023/9012345,train timing bahut daira theek,english
MORLY/E/2023/0123456,payment confirmation nahi mila kripya check,english
MORLY/E/2023/1234568,train staff attitude bahut bekar ismein sudhar chahiye,english
MORLY/E/2023/2345679,station washroom facilities bahut kharab sudhar,english
MORLY/E/2023/3456780,train timing bahut badal sahi,english
MORLY/E/2023/4567891,payment process nahi,english
MORLY/E/2023/5678902,staff training kam unko samjhau,english
MORLY/E/2023/6789013,railway station parking space bahut kam,english
MORLY/E/2023/7890124,train schedule jise har baar badal dete sahi nahi,english
MORLY/E/2023/8901235,payment confirmation nahi mila dekhein,english
MORLY/E/2023/9012346,staff professionalism bahut dikkat,english
MORLY/E/2023/0123457,platform facilities bekar sudhar,english
MORLY/E/2023/1234567,train schedule bahut kharab time nahi aati barbar late,english
MORLY/E/2023/2345678,ticket payment nahi mili jabki sahi,english
MORLY/E/2023/3456789,tte bahut rude behavior accha nahi,english
MORLY/E/2023/4567890,station saafsafai bahut kharab khud nahi dekha,english
MORLY/E/2023/5678901,train engine kharab bahut der pohoch paya main,english
MORLY/E/2023/6789012,refund nahi mila jabki cancellation milega,english
MORLY/E/2023/7890123,railway staff training thodi nahin customer service aani chahiye,english
MORLY/E/2023/8901234,platform bahut gandi halat kaisa nahi,english
MORLY/E/2023/9012345,train timing baare pata nahi chala jaungi main,english
MORLY/E/2023/0123456,refund process nahi paise chahiye,english
MORLY/E/2023/1234568,railway police bina wajah roka galat,english
MORLY/E/2023/2345679,station building halat bahut bekar jaldi sudharo,english
MORLY/E/2023/3456780,train time nahi aati wait padega,english
MORLY/E/2023/4567891,payment nahi sahi details,english
MORLY/E/2023/5678902,railway staff training baare pata nahi,english
MORLY/E/2023/6789013,railway toilets bahut gande inhe sudharo,english
MORLY/E/2023/7890124,train seat nahi mili sahi,english
MORLY/E/2023/8901235,account paisa deduct confirmation nahi,english
MORLY/E/2023/9012346,staff behavior achha nahi training deni chahiye,english
MORLY/E/2023/0123457,platform condition bahut kharab chalega,english
MORLY/E/2023/4938741,railway stations cleanliness bahut kharab log sakte,english
MORLY/E/2023/6543210,ticket refund nahi mila account number xxxxxx,english
MORLY/E/2023/9812365,kolkata station lift kaam nahi bahut badi samasya,english
MORLY/E/2023/2345678,train staff behavior bahut kharab training zaroorat,english
MORLY/E/2023/3456789,time table bahut discrepancies bahut dikkat,english
MORLY/E/2023/4567890,refund process problem account number xxxxxx,english
MORLY/E/2023/9876543,pune station lift band bahut dikkat luggage saath,english
MORLY/E/2023/1357924,train staff behavior theek nahi training chahiye,english
MORLY/E/2023/2468013,train timing sahi nahi der aati pehle,english
MORLY/E/2023/3692581,payment confirmation nahi mila account number xxxxxx,english
MORLY/E/2023/7531598,indore station basic facilities nahi dhyan dena chahiye,english
MORLY/E/2023/1597532,staff training purani naye standards anusar train zaroori,english
MORLY/E/2023/2468975,train punctuality bahut kharab aashirwad tarah aati,english
MORLY/E/2023/3216548,payment confirmation nahi mila account number xxxxxx,english
MORLY/E/2023/7896541,nagpur railway station seating arrangements bekar,english
MORLY/E/2023/8521473,staff attitude customer unacceptable action lena chahiye,english
MORLY/E/2023/9632587,train service bahut dikkat samay wait padta,english
MORLY/E/2023/1472583,refund nahi mila account number xxxxxx,english
MORLY/E/2023/2589634,visakhapatnam station bahut saari facilities nahi dhyan dena zaroori,english
MORLY/E/2023/9876543,train delay baare shikayat bahut samay intezaar,english
MORLY/E/2023/2345678,payment dikkat kripya,english
MORLY/E/2023/3456789,station safai facilities bahut kharab dhyan dene zaroorat,english
MORLY/E/2023/4567890,tte taraf behtar service ummid aisa nahi,english
MORLY/E/2023/5678901,pata chala train timing barbar badal bahut pareshan,english
MORLY/E/2023/6789012,account paisa deduct ticket nahi mili bahut samasya,english
MORLY/E/2023/7890123,platform sadak bahut kharab dhyan nahi,english
MORLY/E/2023/8901234,train staff samvedana bahut kam training zaroorat,english
MORLY/E/2023/9012345,train samay har baar alag bahut pareshan,english
MORLY/E/2023/0123456,refund bahut din nahi,english
MORLY/E/2023/1234568,railway station bheed hone suraksha nahi anuchit,english
MORLY/E/2023/2345679,train staff customer service sikhane zarurat kafi samasya,english
MORLY/E/2023/3456780,train minutewise schedule nahi bahut samasya,english
MORLY/E/2023/4567891,refund bahut samasya kripya,english
MORLY/E/2023/5678902,station parking vyavastha suvidha nahi anuchit,english
MORLY/E/2023/6789013,train staff professionalism bahut kam humare samasya,english
MORLY/E/2023/7890124,train schedule jankari nahi mil bahut pareshan,english
MORLY/E/2023/8901235,refund process bahut dheere chal jaldi,english
MORLY/E/2023/9012346,station facilities bahut kharab dhyan dena zaroori,english
MORLY/E/2023/0123467,staff behavior theek nahi kisi samasya jawab nahi dete,english
MORLY/E/2023/1234569,train related information time nahi mil bahut pareshan,english
MORLY/E/2023/2345680,payment karte waqt error kripya iski janch,english
MORLY/E/2023/3456781,station washroom bahut gande dhyan dena zaroori,english
MORLY/E/2023/4567892,staff behavior pasand nahi action jaye,english
MORLY/E/2023/2345678,train schedule baar baar badal information nahi mil bahut pareshani,english
MORLY/E/2023/3456789,ticket book paisa nahi mila baar try paisa vaapas nahi,english
MORLY/E/2023/4567890,train staff attitude bahut bekar unhone ignor jab poocha,english
MORLY/E/2023/5678901,station facilities bahut kharab toilet clean nahi drinking water nahi,english
MORLY/E/2023/6789012,train time nahi aata har baar samay nahi milta dhyaan dein,english
MORLY/E/2023/7890123,payment confirmation nahi mila ticket book paisa nahi,english
MORLY/E/2023/8901234,staff bahut bekar service mili attitude theek nahi,english
MORLY/E/2023/9012345,platform safety measures nahi bahut dikkat,english
MORLY/E/2023/0123456,train cancel baar baar travel,english
MORLY/E/2023/1234567,ticket payment dikkat paisa nahi ticket nahi mili,english
MORLY/E/2023/2345678,train staff training kami unhone accha service nahi,english
MORLY/E/2023/3456789,station cleanliness bahut kharab staff nahi dekhe,english
MORLY/E/2023/4567890,train time nahi bahut dikkat,english
MORLY/E/2023/5678901,paisa baar deduct ticket nahi mili bahut pareshaan,english
MORLY/E/2023/6789012,staff bahut rude unse baat samasya approach theek nahi,english
MORLY/E/2023/7890123,station facilities bahut kharab safai nahi,english
MORLY/E/2023/8901234,train baar baar late isse travel dikkat,english
MORLY/E/2023/9012345,paisa deduct ticket nahi mil samasya turant suljhaye,english
MORLY/E/2023/0123456,staff behavior theek nahi unhone nahi jab zaroorat,english
MORLY/E/2023/4567890,railway station infrastructure bahut kharab toilets waiting area bahut gandh,english
MORLY/E/2023/7890123,ticket book payment issue confirmation nahi,english
MORLY/E/2023/1234560,train late hone reason nahi bataya bahut pareshani,english
MORLY/E/2023/2345678,staff behavior bahut bura laga unhone nahi jab zarurat,english
MORLY/E/2023/3456789,toilets platforms bahut gande safai nahi,english
MORLY/E/2023/4567890,ticket cancel refund nahi mila sahi,english
MORLY/E/2023/5678901,train schedule baar baar change inconvenience create,english
MORLY/E/2023/6789012,staff behaviour pareshani unhone ignore jab maangi,english
MORLY/E/2023/7890123,station lighting kami suraksha khatara,english
MORLY/E/2023/8901234,reservation payment nahi jab pichle week try,english
MORLY/E/2023/0123457,train time schedule consistently change inconvenience,english
MORLY/E/2023/1234568,staff nahi mili jab zarurat bahut akeli mehsoos,english
MORLY/E/2023/2345670,train station infrastructure behri kami aisa lag jaise dhyan nahi,english
MORLY/E/2023/3456789,refund nahi mila jab main ticket cancel bahut pareshani,english
MORLY/E/2023/4567890,train driver kaisa pata nahi train der lagbhag har baar,english
MORLY/E/2023/5678901,fare collect wale staff achhe treat nahi attitude galat,english
MORLY/E/2023/6789012,station maintenance nahi bahut kharab,english
MORLY/E/2023/7890123,ticket payment process nahi bahut baar try nahi,english
