registration_no,subject_content_text,dbscan_cluster
MORLY/E/2023/4567894,"Train ke staff ka behavior achha nahi hai, unhe improve karna padega.",0
MORLY/E/2023/6543210,"Platform pe potholes hain, bahut dikkat hoti hai chalne me.",0
MORLY/E/2023/1234567,"Train ka schedule bahut kharab hai. Main baar baar dekh raha hoon, lekin train time pe nahi aati.",0
MORLY/E/2023/2345678,"Mujhe ticket booking karte waqt payment nahi ho raha hai, baar baar error aa raha hai.",0
MORLY/E/2023/3456789,Train mein staff ka vyavhar achha nahi tha. Unhone madad nahi ki jab mujhe zaroorat thi.,0
MORLY/E/2023/4567890,"Platform par safai nahi hai aur benches bhi kharab hain, please dekhiye.",0
MORLY/E/2023/5678901,"Train ka time table bilkul galat hai, koi pata nahi kab aati hai.",0
MORLY/E/2023/6789012,Mujhe refund nahi mil raha hai pichle ticket ka. Kya karun?,0
MORLY/E/2023/7890123,"Staff ki training nahi hui hai, unhe zaroorat hai aagey kaise kaam karna chahiye.",0
MORLY/E/2023/8901234,"Station ka infrastructure bahut purana ho gaya hai, thoda sudhaar hona chahiye.",0
MORLY/E/2023/9012345,"Train ki timings kabhi kabhi bilkul galat hoti hain, is par dhyaan dena chahiye.",0
MORLY/E/2023/0123456,"Ticket booking ke dauran mujhe paise nahi mile, kya aap madad kar sakte hain?",0
MORLY/E/2023/1234560,"Railway staff ko training ki zaroorat hai, unhe achhi tarah kaam nahi aata.",0
MORLY/E/2023/2345601,"Station par parking ki jagah nahi hai, bahut dikkat hoti hai.",0
MORLY/E/2023/3456702,"Mujhe train se bahar nahi nikala gaya, samasya ko sudhaariye.",0
MORLY/E/2023/4567803,"Mujhe purani ticket ke liye refund nahi mila, please dekhiye.",0
MORLY/E/2023/5678904,"Staff mein professionalism nahi hai, unhein behatar training deni chahiye.",0
MORLY/E/2023/6789015,"Station par basic facilities nahi hain, please dekhiye.",0
MORLY/E/2023/7890126,"Train mein koi facilities nahi thi, bohot takleef hui hai.",0
MORLY/E/2023/8901237,"Mujhe pichle ticket ka refund nahi mila, kripya help kijiye.",0
MORLY/E/2023/9012348,"Staff ka vyavhar thik nahi hai, unhein professionalism sikhana chahiye.",0
MORLY/E/2023/0123459,"Station par basic facilities ki kami hai, please dekhiye.",0
MORLY/E/2023/1234567,Train time pe nahi aayi (Train was not on time). Bahut pareshani hui.,0
MORLY/E/2023/2345678,"Mujhe mera refund nahi mila hai, kya karun? Bahut din ho gaye.",0
MORLY/E/2023/3456789,Railway staff rude hain. Unka behavior bahut acha nahi hai.,0
MORLY/E/2023/4567890,Station ki cleanliness bahut kharab hai. Aap log kya kar rahe ho?,0
MORLY/E/2023/5678901,Meri train delay ho gayi. Aur kuch nahi samajh aa raha.,0
MORLY/E/2023/6789012,Mujhe ticket ke liye payment nahi horahi hai. Madad karein.,0
MORLY/E/2023/7890123,Railway staff ka behavior bilkul theek nahi hai. Koi aur option nahi hai kya?,0
MORLY/E/2023/8901234,Station ke washroom kaafi dirty hain. Kya aap kuch kar sakte hain?,0
MORLY/E/2023/9012345,Train ka schedule bar-bar change hota hai. Ye kya hai?,0
MORLY/E/2023/0123456,Kya koi aur payment option hai? Meri card se payment nahi ho rahi hai.,0
MORLY/E/2023/1234568,Train ke staff ki training achi nahi hai. Wo madad nahi karte.,0
MORLY/E/2023/2345679,Platform pe bahut ganda hai. Aap log kya kar rahe ho?,0
MORLY/E/2023/3456790,Train ke service mein bahut problems hain. Kya kar rahe hain aap log?,0
MORLY/E/2023/4567891,Mujhe mera transaction confirm nahi hua hai. Kya karna padega?,-1
MORLY/E/2023/5678902,"Staff ka behavior bilkul bhi acha nahi hai, kuch karna padega.",0
MORLY/E/2023/6789013,Platform bahut kharab hai. Koi bhi maintenance nahi ho raha.,0
MORLY/E/2023/7890124,Trains kaafi dirty hain. Cleanliness pe dhyan do.,-1
MORLY/E/2023/8901235,"Mujhe payment nahi mil raha hai, kya karna hoga?",0
MORLY/E/2023/9012346,"Train staff ka attitude theek nahi hai, madad nahi karte.",0
MORLY/E/2023/1234567,"Train ka time hamesha late hota hai, kabhi kabhi to 1-2 ghante. Iska kya karoge?",0
MORLY/E/2023/7654321,Payment karne ke baad bhi ticket nahi mila. Bahut pareshaan hoon main!,0
MORLY/E/2023/2345678,Platform par koi cleaning nahi hoti. Bahut ganda hai. Kya kar rahe ho aap log?,0
MORLY/E/2023/3456789,Train ke staff ka behaviour bahut bekar hai. Unhe training do!,0
MORLY/E/2023/4567890,Train chalne ka time bar bar change hota hai. Isse kya hoga?,0
MORLY/E/2023/5678901,Mujhe payment karne ke baad bhi confirmation nahi mila. Bahut dikkat ho rahi hai!,0
MORLY/E/2023/6789012,Station ke washroom bahut kharab halat mein hain. Ispe kuch karein!,0
MORLY/E/2023/7890123,Train ke staff ko aadar se baat karna nahi aata. Bahut hi bura experience hai!,0
MORLY/E/2023/8901234,"Train baar baar cancel hoti hai. Isse samasya hai, please kuch karein!",0
MORLY/E/2023/9012345,"Payment ke baad bhi kuch nahi mila. Bahut pareshaan hoon, help karo!",0
MORLY/E/2023/0123456,Platform ki suvidha achi nahi hai. Khud check karo!,0
MORLY/E/2023/1234567,Staff ka behaviour achha nahi hai. Kya kuch kiya ja sakta hai?,0
MORLY/E/2023/2345678,Train schedule hamesha galat hai. Isse logon ko dikkat hoti hai.,0
MORLY/E/2023/3456789,Mujhe baar baar payment karna pad raha hai. Bahut pareshani ho rahi hai.,0
MORLY/E/2023/4567890,Railway station par parking ki jagah nahi hai. Bahut dikkat hoti hai.,0
MORLY/E/2023/5678901,Staff ka attitude bahut bekar hai. Kya kuch nahi ho sakta?,0
MORLY/E/2023/6789012,Train ke schedule ka abhi tak koi pata nahi chala. Bahut pareshaan hoon.,0
MORLY/E/2023/7890123,"Mujhe payment nahi mila, please madad kariye!",0
MORLY/E/2023/8901234,Train station par seating arrangement bahut kharab hai. Kya kuch nahi kiya ja sakta?,0
MORLY/E/2023/9012345,Staff ke behaviour ki wajah se mujhe bahut dikkat hui hai.,0
MORLY/E/2023/6543210,Train ki timing bilkul sahi nahi hai. Bahut der se aati hai. Kuch karen!,0
MORLY/E/2023/7654321,"Mujhe refund nahi mila hai, mujhe turant chahiye.",0
MORLY/E/2023/8765432,"Station par facilities bahut kharab hain. Toilet kharab hai, please dekhiye.",0
MORLY/E/2023/9876543,TTE ne mujhe bura treat kiya. Unko samjhana chahiye.,-1
MORLY/E/2023/3456789,"Train time se nahi aayi, bahut delay ho gaya.",0
MORLY/E/2023/1234567,"Mujhe ticket ke liye payment nahi mila, help kariye.",0
MORLY/E/2023/2345678,"Platform bahut ganda hai, safai kaam hona chahiye.",0
MORLY/E/2023/3456789,"Railway staff ka attitude bilkul sahi nahi hai, bhaari badlaav chahiye.",0
MORLY/E/2023/4567890,"Train left before stated time, bahut parishani hui.",0
MORLY/E/2023/5678901,"Payment ka issue hai, please help me.",0
MORLY/E/2023/0987654,"Platforms are not well maintained, bahut kharab halat hai.",0
MORLY/E/2023/3456781,"Staff ki training pe focus nahi hai, customer service behtar hona chahiye.",0
MORLY/E/2023/4567892,"Bahut der tak train ka wait kiya, samasya ko jaldi suljhaayein.",0
MORLY/E/2023/5678903,"Mujhe refund nahi mila, please help.",0
MORLY/E/2023/6789014,"Railway station ki suraksha bahut kharab hai, please dekhiye.",0
MORLY/E/2023/7890125,"Staff ko training ki zaroorat hai, unka behavior theek nahi hai.",0
MORLY/E/2023/8901239,"Bahut der se train aayi, mein pareshan ho gaya.",0
MORLY/E/2023/9012341,"Ticket ka refund nahi mila, please help.",0
MORLY/E/2023/2345678,"Train ko time pe nahi chhodne diya gaya. Bahut bura laga, please kuch karein.",0
MORLY/E/2023/3456789,"Mera ticket refund nahi aaya, kya hua? XXXXXX se payment kiya tha.",0
MORLY/E/2023/4567890,"Platform pe aisi koi suvidha nahi hai, koi seating nahi hai, bahut mushkil hota hai.",0
MORLY/E/2023/5678901,"Station staff se baat karna mushkil hota hai, koi help nahi milta.",0
MORLY/E/2023/6789012,"Train delay ho raha hai, passengers ko koi update nahi diya ja raha hai.",0
MORLY/E/2023/7890123,"Mujhe mere ticket ka paisa wapas nahi mila, kya aap dekh sakte hain?",0
MORLY/E/2023/8901234,"Station pe lift kaam nahi kar raha hai, bahut pareshani ho rahi hai.",0
MORLY/E/2023/9012345,"Staff ki training nahi hui hai, unse baat karne par koi response nahi milta.",0
MORLY/E/2023/0123456,"Train ka announcement sahi nahi hota, passengers pareshan hote hain.",-1
MORLY/E/2023/1234567,"Mujhe mere payment ka confirmation nahi mila, kya aap dekh sakte hain?",0
MORLY/E/2023/2345678,"Platform ke washroom saaf nahi hain, bahut ganda hai.",0
MORLY/E/2023/3456789,"Staff ka behavior acha nahi hai, unse baat karna mushkil hai.",0
MORLY/E/2023/4567890,"Train ka time schedule sahi nahi hai, please kuch karein.",0
MORLY/E/2023/5678901,"Mujhe online payment ka receipt nahi mila, kya aap check kar sakte hain?",0
MORLY/E/2023/6789012,"Station pe kisi tarah ki suvidha nahi hai, bahut mushkil hota hai train wait karna.",0
MORLY/E/2023/7890123,"Railway ke staff ka attitude theek nahi hai, unse baat karne mein dikkat hoti hai.",0
MORLY/E/2023/8901234,"Train ko stop nahi kiya gaya, humein jaana tha. Bahut samasya hui.",0
MORLY/E/2023/9012345,"Mera ticket payment nahi ho raha, kya aap help kar sakte hain?",0
MORLY/E/2023/4865320,"Railway station par bahut zyada bheed hoti hai, aur train ki timing bhi sahi nahi hai. Please kuch kijiye.",0
MORLY/E/2023/2347685,"Maine ticket book ki thi lekin payment nahi hua, aur paise bhi nahi mile. Iska kuch solution chahiye.",0
MORLY/E/2023/7685431,Station ki facility itni kharab hai ki logon ko pareshani hoti hai. Toilets bhi saaf nahi hain!,-1
MORLY/E/2023/9876543,"Station staff bahut rude hain. Unke saath baat karna mushkil hota hai, kuch karein.",0
MORLY/E/2023/1234567,Train baar baar delay ho jaati hai. Koi solution nahi hai kya? Yeh bahut frustrating hai!,0
MORLY/E/2023/6543210,Mujhe refund nahi mila hai jo maine cancel kiya tha. Iska status kya hai?,0
MORLY/E/2023/7894563,"Platform bahut gandha hai, aur safai ka kuch nahi hai. Yeh bahut bura lagta hai!",0
MORLY/E/2023/3456789,"Railway staff ki training achi nahi hai, unhe kaam nahi aata. Yeh bahut bura hai.",0
MORLY/E/2023/8642097,"Train ki frequency bahut kam hai, yeh bahut mushkil hota hai. Is par kuch karein!",0
MORLY/E/2023/1472583,"Ticket ka paisa refund nahi hua hai, maine cancellation ki thi. Iska kya hua?",0
MORLY/E/2023/2589634,"Station ka infrastructure bahut poor hai, khud hi dekh lo. Safety bhi kharab hai.",0
MORLY/E/2023/3692581,Staff ka behavior theek nahi hai. Kabhi kabhi unhe samajhna mushkil hota hai. Koi solution chahiye.,0
MORLY/E/2023/7418529,Train timings bahut inconsistent hain. Is wajah se bahut dikkat hoti hai.,0
MORLY/E/2023/8529637,"Maine do tickets book ki thi, par mujhe refund nahi mila. Iska kya hua?",0
MORLY/E/2023/9638520,Station ki building purani hai aur repair ki zarurat hai. Iska kya plan hai?,0
MORLY/E/2023/1472589,Kuch staff apna kaam nahi karte. Unhe train ki timings ki bhi samajh nahi hai.,0
MORLY/E/2023/2587413,Train ke late hone ki wajah se mujhe bahut pareshani hoti hai. Koi solution chahiye.,0
MORLY/E/2023/3698521,"Refund ki process mein dikkat aa rahi hai, is par jaldi kuch karein.",0
MORLY/E/2023/8521473,Platform par safety measures nahi hain. Yeh bahut zaruri hai.,0
MORLY/E/2023/9631470,Kuch staff ka behavior bahut kharab hai. Unhe training ki zarurat hai.,0
MORLY/E/2023/8523694,"Train ki cleanliness bilkul nahi hai. Bahut ganda hai, kuch karein.",0
MORLY/E/2023/2345678,"Mujhe refund nahi mila hai, maine payment ki thi par ab kuch nahi ho raha.",0
MORLY/E/2023/3456789,"Kaafi der se train nahi aayi, station par sab log parishan hain. Kya hota hai?",-1
MORLY/E/2023/4567890,"Platform ki safai nahi hoti, bahut gandh hai. Kripya dekhein.",0
MORLY/E/2023/5678901,"Train ke staff ne acha vyavhaar nahi kiya, unse complain hai.",-1
MORLY/E/2023/6789012,"Mujhe ticket ka payment nahi mila, please help.",0
MORLY/E/2023/7890123,"Train ka time table sahi nahi hai, bahut late hoti hai.",0
MORLY/E/2023/8901234,"Railway station ki safai bahut kharab hai, kuch nahi hota.",0
MORLY/E/2023/9012345,"Mujhe staff ki training ki kami lagti hai, samasya hai.",0
MORLY/E/2023/0123456,Maine online ticket book kiya par nahi aaya confirmation.,0
MORLY/E/2023/1234560,"Train ka schedule sahi nahi hai, baar baar badalta hai.",0
MORLY/E/2023/2345601,"Station par facilities kharab hain, jaldi theek karein.",0
MORLY/E/2023/3456012,"Railway staff ki training sahi nahi hai, ghalat info dete hain.",-1
MORLY/E/2023/4560123,"Online payment ka payment nahi aaya, please help.",0
MORLY/E/2023/5601234,"Train ki timing bilkul galat hai, bahut problem ho rahi hai.",0
MORLY/E/2023/6012345,"Station ki building kharab ho rahi hai, turant theek karein.",0
MORLY/E/2023/7123456,"Railway staff ki training achhi nahi hai, unse dikkat hoti hai.",0
MORLY/E/2023/8123456,"Mujhe refund nahi mila, maine ticket cancel kiya tha.",0
MORLY/E/2023/9123456,"Train ki timings se bahut parishan hoon, sahi nahi hain.",0
MORLY/E/2023/0123457,"Station ki facilities bahut kharab hain, kuch nahi hota.",0
MORLY/E/2023/1123456,"Staff ka behavior bahut achha nahi hai, samasya hai.",0
MORLY/E/2023/2345678,Train ki timing hamesha late hoti hai. Yeh bahut pareshan kar raha hai!,0
MORLY/E/2023/3456789,Maine train ticket ka payment kiya tha lekin confirmation nahi mila. Kya hua?,0
MORLY/E/2023/4567890,Station par staff ka behavior bahut bura hai. Is par action lena hoga.,0
MORLY/E/2023/5678901,Platform par safai bahut kharab hai. Yeh station ko achha nahi lagta.,0
MORLY/E/2023/6789012,Train ka route badal diya gaya hai bina kisi soochna ke. Yeh kaise ho sakta hai?,0
MORLY/E/2023/7890123,"Mujhe ticket ka refund nahi mila. Maine cancel kiya tha, phir bhi kyun nahi aya?",0
MORLY/E/2023/8901234,Employee ne meri complaint ko ignore kiya. Yeh bahut hi galat hai!,0
MORLY/E/2023/9012345,Railway station ki infrastructure bahut purani hai. Is par kuch karna chahiye.,0
MORLY/E/2023/0123456,Train ki frequency bahut kam hai. Logon ko dikkat hoti hai.,0
MORLY/E/2023/1234567,Mera ticket cancel hone ke baad bhi paise nahi aaye. Yeh kya hai?,0
MORLY/E/2023/2345678,Railway staff ka attitude bahut kharab hai. Is par kuch karna chahiye.,0
MORLY/E/2023/3456789,Station par bahut gadbad hai. Infrastructure bahut puraana ho gaya hai.,0
MORLY/E/2023/4567890,"Train ki safar mein bahut samasya hoti hai, kabhi kabhi to train hi nahi aati.",0
MORLY/E/2023/5678901,Maine train ka ticket book kiya tha par mujhe payment ka confirmation nahi mila.,0
MORLY/E/2023/6789012,Staff ne meri samasya ko nahi suna. Unka behavior theek nahi hai.,0
MORLY/E/2023/7890123,Station ki infrastructure bahut kharab hai. Iska kuch toh karna chahiye.,0
MORLY/E/2023/8901234,Train ki timings sahi nahi hai. Bahut late hoti hain.,0
MORLY/E/2023/9012345,"Maine ek ticket liya tha, par mujhe refund nahi mila. Kya ho raha hai?",0
MORLY/E/2023/1234567,"Railway staff ka behavior bilkul theek nahi hai, unhe training deni chahiye.",0
MORLY/E/2023/2345678,"Train ka time schedule bahut late ho raha hai. Please is par dhyan dein, bahut pareshani ho rahi hai.",0
MORLY/E/2023/3456789,"Mujhe ticket ke liye payment karne mein dikkat aa rahi hai. Account no. kuch samasya hai, kripya dekhein.",0
MORLY/E/2023/4567890,Station par facilities bahut kharab hain. Cleanliness aur waiting area ka kya hoga?,0
MORLY/E/2023/5678901,Staff ki attitude bahut kharab hai. Unka response samay par nahi hota hai.,0
MORLY/E/2023/6789012,Train ka delay hona roz ka kaam ho gaya hai. Is par kuch karna hoga.,0
MORLY/E/2023/7890123,"Maine 2 din pehle payment kiya tha, par abhi tak confirmation nahi aaya. Kya karoon?",0
MORLY/E/2023/8901234,Station ki cleaning bahut kharab hai. Kahi pe bhi safai nahi hai.,0
MORLY/E/2023/9012345,Railway staff ke saath baat karna mushkil ho raha hai. Unhe samajh nahi aata.,0
MORLY/E/2023/0123456,Train ka cabin bahut ganda tha. Is par dhyan dena chahiye.,0
MORLY/E/2023/1234567,Mujhe refund process mein dikkat aa rahi hai. Kya mujhe kuch aur karna hoga?,0
MORLY/E/2023/2345679,"Station ki facilities bahut kharab hain, especially restrooms. Is par kuch karna chahiye.",0
MORLY/E/2023/3456780,Ticket checking staff bahut rude hain. Unhe proper training deni chahiye.,0
MORLY/E/2023/4567891,Train ki punctuality bahut kharab hai. Is par kuch action lena chahiye.,0
MORLY/E/2023/5678902,Maine ticket ke liye payment kiya hai lekin confirmation nahi aaya. Kya karna hai?,0
MORLY/E/2023/6789013,"Railway station par bahut badi samasya hai, especially parking ki. Is par kuch kiya jaana chahiye.",0
MORLY/E/2023/7890124,Ticket checker ne mujhe galat tarike se treat kiya. Unka behavior bahut bura tha.,0
MORLY/E/2023/8901235,Train ki timing bahut kharab hai. Kya kuch solution hai?,0
MORLY/E/2023/9012346,Payment karne par koi error aa raha hai. Kya aap madad kar sakte hain?,0
MORLY/E/2023/0123457,Railway station ki building kaafi purani ho gayi hai. Us par kuch kaam hona chahiye.,0
MORLY/E/2023/1234568,Railway staff ki training bahut zaroori hai. Unki knowledge bahut limited hai.,0
MORLY/E/2023/2345670,"Train ka schedule samay par nahi hai, mujhe bahut pareshani ho rahi hai.",0
MORLY/E/2023/2345678,Mujhe payment refund nahi mila hai. Mujhe lagta hai transaction successful ho gaya tha. Account no XXXXXX1234 mein issue hai.,0
MORLY/E/2023/3456789,Train ka schedule bahut hi bekar hai. Mujhe kaafi der tak wait karna pada. Is par kuch action lena ki zarurat hai.,-1
MORLY/E/2023/4567890,Platform par bahut gande halat hain. Safai nahi hui hai. Aisa nahi hona chahiye.,0
MORLY/E/2023/5678901,"Staff ka behavior theek nahi hai. Unse baat karne mein dikkat aa rahi hai, unhe thoda professional hona chahiye.",0
MORLY/E/2023/6789012,"Train mein seat nahi mil rahi hai, online booking karne par bhi dikh raha hai ki seats bhari hui hain. Kya koi aur option hai?",0
MORLY/E/2023/7890123,Mujhe ticket cancel karne par refund nahi mila. Kya yeh samasya sabke liye hai ya meri hi hai?,0
MORLY/E/2023/8901234,Railway station ki basic facilities bahut kharab hain. Washroom bahut gande hain aur water supply bhi nahi hai. Please dekhiye.,0
MORLY/E/2023/9012345,Railway staff ki training mein kami hai. Unhe passengers ke saath accha vyavhaar karna chahiye.,0
MORLY/E/2023/0123456,Train ki timing bilkul bhi sahi nahi hai. Main aksar late hota hoon. Kya is par kuch kiya ja sakta hai?,0
MORLY/E/2023/1234567,Mera ticket ka payment account se deduct ho gaya par ticket nahi mili. Is par kuch kar sakte hain?,0
MORLY/E/2023/1357924,"Station par facilities ki kami hai, khaas taur par security ki. Thoda dhyan dena padega.",0
MORLY/E/2023/2468135,Railway staff ke communication skills acchi nahi hain. Is par kuch sudhar hona chahiye.,-1
MORLY/E/2023/3579134,"Train ki punctuality bahut bekar hai. Main kaafi baar late hota hoon, kya kuch karenge?",0
MORLY/E/2023/4680246,Mujhe ticket cancel karna tha lekin refund nahi mila. Kya is par kuch kiya ja sakta hai?,0
MORLY/E/2023/5791356,Railway station par safety measures bahut hi kam hain. Mujhe dar lagta hai yahan aaye se.,0
MORLY/E/2023/6802468,Staff ki training mein kami hai. Unhe passengers ke saath badiya vyavhaar karna chahiye.,0
MORLY/E/2023/7932468,"Train ka timing bahut late hai, kabhi kabhi toh bahut zyada delay ho raha hai. Is par kuch kar sakte ho?",0
